review_id,review_text,star_rating,sentiment_label
REV-02820,"The reporting tool is reliable and the team responds quickly. The product feels stable, useful, and worth the price.",5,positive
REV-02821,Critical bugs blocked our workflow for several days.,1,negative
REV-02822,Critical bugs blocked our workflow for several days.,2,negative
REV-02823,The automation feature is reliable and the team responds quickly.,4,positive
REV-02824,Support answered eventually and the product is okay.,3,neutral
REV-02825,The product is frustrating and our team may cancel soon. The product is frustrating and our team may cancel soon.,1,negative
REV-02826,"Nothing major went wrong, but nothing stood out either. Average experience overall, with a few helpful features.",3,neutral
REV-02827,We love the customer portal; it saves time every week.,5,positive
REV-02828,"The product feels stable, useful, and worth the price. Excellent dashboard, smooth onboarding, and helpful support.",5,positive
REV-02829,"The analytics module is usable, though reporting could improve.",3,neutral
REV-02830,"Average experience overall, with a few helpful features.",3,neutral
REV-02831,Critical bugs blocked our workflow for several days. The reporting tool keeps failing and support has been slow.,1,negative
REV-02832,"The product feels stable, useful, and worth the price.",5,positive
REV-02833,"Average experience overall, with a few helpful features. The dashboard is usable, though reporting could improve.",3,neutral
REV-02834,Critical bugs blocked our workflow for several days.,1,negative
REV-02835,"The reporting tool is usable, though reporting could improve.",3,neutral
REV-02836,Poor experience with confusing billing and missing features.,1,negative
REV-02837,"Nothing major went wrong, but nothing stood out either.",3,neutral
REV-02838,The product is frustrating and our team may cancel soon.,1,negative
REV-02839,We love the customer portal; it saves time every week. We love the analytics module; it saves time every week.,5,positive
REV-02840,Support answered eventually and the product is okay.,3,neutral
REV-02841,The reporting tool keeps failing and support has been slow. The analytics module keeps failing and support has been slow.,1,negative
REV-02842,"We had repeated issues, outages, and delayed responses.",1,negative
REV-02843,"Average experience overall, with a few helpful features.",3,neutral
REV-02844,"The product feels stable, useful, and worth the price.",4,positive
REV-02845,"Excellent integration, smooth onboarding, and helpful support.",5,positive
REV-02846,"Excellent automation feature, smooth onboarding, and helpful support.",5,positive
REV-02847,The automation feature is reliable and the team responds quickly.,5,positive
REV-02848,"Nothing major went wrong, but nothing stood out either.",3,neutral
REV-02849,"The reporting tool is usable, though reporting could improve. Support answered eventually and the product is okay.",3,neutral
REV-02850,Great experience with fast fixes and clear communication. We love the dashboard; it saves time every week.,5,positive
REV-02851,Critical bugs blocked our workflow for several days.,1,negative
REV-02852,We love the customer portal; it saves time every week.,4,positive
REV-02853,"The dashboard is usable, though reporting could improve.",3,neutral
REV-02854,"Excellent dashboard, smooth onboarding, and helpful support.",5,positive
REV-02855,"The reporting tool works, but some workflows still feel slow.",3,neutral
REV-02856,"The dashboard works, but some workflows still feel slow.",3,neutral
REV-02857,"Average experience overall, with a few helpful features.",3,neutral
REV-02858,The reporting tool is reliable and the team responds quickly.,5,positive
REV-02859,"The product feels stable, useful, and worth the price.",5,positive
REV-02860,"Average experience overall, with a few helpful features.",3,neutral
REV-02861,The reporting tool is reliable and the team responds quickly.,5,positive
REV-02862,The product is frustrating and our team may cancel soon. Critical bugs blocked our workflow for several days.,1,negative
REV-02863,Support answered eventually and the product is okay.,3,neutral
REV-02864,Great experience with fast fixes and clear communication.,5,positive
REV-02865,Critical bugs blocked our workflow for several days.,1,negative
REV-02866,"Support answered eventually and the product is okay. The billing flow is usable, though reporting could improve.",3,neutral
REV-02867,"Average experience overall, with a few helpful features.",3,neutral
REV-02868,Great experience with fast fixes and clear communication.,4,positive
REV-02869,The dashboard is reliable and the team responds quickly.,4,positive
REV-02870,"The reporting tool is usable, though reporting could improve.",3,neutral
REV-02871,The reporting tool is reliable and the team responds quickly.,5,positive
REV-02872,Critical bugs blocked our workflow for several days.,1,negative
REV-02873,"The product feels stable, useful, and worth the price.",4,positive
REV-02874,Support answered eventually and the product is okay.,3,neutral
REV-02875,"The product feels stable, useful, and worth the price.",5,positive
REV-02876,"Average experience overall, with a few helpful features.",3,neutral
REV-02877,"Excellent automation feature, smooth onboarding, and helpful support.",5,positive
REV-02878,"Excellent automation feature, smooth onboarding, and helpful support.",5,positive
REV-02879,We love the dashboard; it saves time every week.,5,positive
REV-02880,Great experience with fast fixes and clear communication.,5,positive
REV-02881,Critical bugs blocked our workflow for several days.,1,negative
REV-02882,The integration is reliable and the team responds quickly.,4,positive
REV-02883,"The analytics module is usable, though reporting could improve.",3,neutral
REV-02884,We love the dashboard; it saves time every week. The analytics module is reliable and the team responds quickly.,5,positive
REV-02885,"We had repeated issues, outages, and delayed responses. The product is frustrating and our team may cancel soon.",2,negative
REV-02886,"Excellent integration, smooth onboarding, and helpful support.",5,positive
REV-02887,Support answered eventually and the product is okay.,3,neutral
REV-02888,Critical bugs blocked our workflow for several days.,2,negative
REV-02889,"Nothing major went wrong, but nothing stood out either.",3,neutral
REV-02890,Support answered eventually and the product is okay.,3,neutral
REV-02891,The customer portal is reliable and the team responds quickly.,5,positive
